['291.3473', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['293.3300', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['295.3294', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['297.3287', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['299.3281', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['301.3274', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['303.3435', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['305.3595', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['307.3422', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['309.3415', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['311.3575', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['313.3236', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['315.3229', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['317.3223', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['319.3216', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['321.3210', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['323.3370', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['325.3530', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['327.3359', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['329.3351', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['331.3511', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['333.3342', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['335.3332', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['337.3325', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['339.3318', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['341.3312', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['343.3972', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['345.3633', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['347.3793', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['349.3453', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['351.3615', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['353.3274', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['355.3267', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['357.3260', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['359.3254', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['361.3247', 'EXP', 'text_4:', 'text', '=', "'M'", '']
